Respondent_ID,Q1_Role,Q2_OrgType,Q3_OrgSize,Q4_Region,Q5_AnnualRevenue,Q6_MarketingBudget,Q7_DataSources,Q8_AnalyticsTools,Q9_CampaignStrategies,Q10_SuccessMetrics,Q11_EIAwareness,Q12_EmotionalInsightRating,Q13_MarketingChallenges,Q14_CrisisFrequency,Q15_CampaignBackfire,Q16_FeatureInterest,Q17_PreferredChannels,Q18_RegionalLanguageImportance,Q19_PreferredOutputFormat,Q20_WhiteLabelInterest,Q21_CurrentSaaSSpend,Q22_PreferredPricingModel,Q23_BudgetBand,Q23_BudgetINR_Numeric,Q_DecisionStyle,Q_TechAdoptionProfile,Q_AITrustLevel,Q_EmotionalDataImportance,Q_BrandVsRevenuePriority,Q_BudgetAuthority,Q_StakeholderCount,Q_AdoptionTrigger,Q_InternalBarrier,Q_CurrentSentimentTool,Q_CurrentToolSatisfaction,Q_SwitchingIntent,Q_AdoptionBlockers,Q_AnalyticsReviewFrequency,Q_AnalyticsTeamSize,Q_DataDrivenDecisionPct,Q_CrisisResponseTime,Q_CrisisHistory,Q_CrisisImpactType,Q_AnnualCampaigns,Q_EmotionalROIMeasured,Q_RequiredIntegrations,Q_DataPrivacyConcern,Q_TeamDataLiteracy,Q24_AdoptionLikelihood,Q24_AdoptionLikelihood_Ordinal,Adoption_Score_Raw
RESP_1415,Brand Manager,Enterprise/MNC,Solo/Freelancer,Southeast Asia,2Cr-10Cr/240K-1.2M,5L-25L/6K-30K,Social Media|Survey/Feedback Forms|Website/App Analytics|Ad Performance Data,Google Analytics/Looker Studio|Sprout Social/Hootsuite,Influencer/Creator Marketing|Performance/Paid Advertising|Content Marketing|Email/WhatsApp Marketing|Community Building,ROI/Revenue Generated|Reach/Impressions,Not aware at all,3.0,Connecting emotional data to campaign performance|Identifying at-risk customers before churn|Measuring brand reputation in real time,Never - we have proactive monitoring,Yes - but minor impact,Emotional Brand Score (EBS)|Omnichannel Sentiment Dashboard|Predictive Mood & Crisis Alerts,Instagram/Facebook|Twitter/X|YouTube Comments|Amazon/Ecommerce Reviews|Customer Support Chat/Email|WhatsApp Business|Survey/Form Responses,Somewhat important,Weekly/Monthly automated reports|Slack/WhatsApp alerts|Raw data export (CSV/API)|AI-generated recommendations,N/A - not an agency,10K-50K/month,Annual subscription,5K-15K,14242.66,Intuition/experience,Laggard - move only when forced,Use AI as one input among many,3.0,4.0,CMO/VP,1 (just me),A competitor doing better,Integration complexity,No - couldn't afford,0.0,N/A - no current tool,Complexity|ROI uncertainty|Already have a solution,Monthly,0 (no one dedicated),47.6,Within hours,Yes - minor impact,Employee morale damage,17.0,No - but would like to,Meta Ads Manager,Mildly concerned,Moderate - mixed team,Neutral,3,15.58
RESP_1416,Agency Professional,Marketing/Creative Agency,11-50,Southeast Asia,Under 50L/<60K,5L-25L/6K-30K,Social Media|Customer Reviews|Customer Support Logs|Survey/Feedback Forms|Website/App Analytics,Google Analytics/Looker Studio|Salesforce|Brandwatch/Meltwater|Tableau/Power BI,Influencer/Creator Marketing|Content Marketing|Offline/BTL Marketing,ROI/Revenue Generated|Engagement Rate,Somewhat aware,4.0,Justifying marketing spend to leadership,Very frequently,Not sure - didn't track,Emotional Brand Score (EBS)|Omnichannel Sentiment Dashboard|Campaign Emotion Optimizer|Emotional Customer Segmentation,Instagram/Facebook|YouTube Comments|Google/App Store Reviews|Amazon/Ecommerce Reviews|Customer Support Chat/Email|WhatsApp Business,Extremely important,Real-time dashboard with visual charts|Weekly/Monthly automated reports|CRM/Marketing tool integration,N/A - not an agency,1K-10K/month,Monthly subscription,Would not pay,0.0,Peer recommendations,Innovator - adopt cutting-edge early,Use AI as one input among many,5.0,5.0,My manager/Director,1 (just me),A vendor recommendation,Data privacy/security,No - didn't know such tools existed,0.0,Likely,Cost|Awareness|Complexity|Data privacy concerns|No internal champion,Rarely/Never,2-5,48.2,Within a month,No - but came close,Significant customer churn|Long-term brand equity damage,2.0,Yes - formal process,Zoho,Very concerned - hard blocker,Low - struggle with complex tools,Neutral,3,13.2
RESP_1417,Founder/Co-Founder,FMCG/CPG,11-50,India-Tier2/3,2Cr-10Cr/240K-1.2M,Above 5Cr/600K+,Social Media|Customer Support Logs|Survey/Feedback Forms|Website/App Analytics|CRM Data|Ad Performance Data,Brandwatch/Meltwater|Tableau/Power BI,Influencer/Creator Marketing|Performance/Paid Advertising|Content Marketing|SEO/Organic Growth|PR/Earned Media,ROI/Revenue Generated|Reach/Impressions|Engagement Rate|Customer Sentiment|Conversion Rate|CSAT,Very aware - already use tools,1.0,Understanding WHY customers feel the way they do|Creating emotionally resonant campaigns|Measuring brand reputation in real time|Personalising messaging at scale|Justifying marketing spend to leadership,Occasionally,Yes - significantly damaged brand,Emotional Brand Score (EBS)|Omnichannel Sentiment Dashboard|Predictive Mood & Crisis Alerts|Campaign Emotion Optimizer|Emotional Customer Segmentation,Instagram/Facebook|Twitter/X|YouTube Comments|Google/App Store Reviews|Amazon/Ecommerce Reviews|Survey/Form Responses,Very important,Real-time dashboard with visual charts|Weekly/Monthly automated reports|Slack/WhatsApp alerts|Raw data export (CSV/API)|AI-generated recommendations,No - not relevant,1K-10K/month,Monthly subscription,50K-2L,126812.87,Peer recommendations,Early Majority - adopt proven solutions,Use AI as one input among many,4.0,5.0,CEO/Founder,2-3,A specific data gap,No significant barriers,Yes - other tool,0.0,Unlikely,Complexity|Data privacy concerns,Quarterly,6-15,,No process for this,No - but came close,Significant customer churn,8.0,No - but would like to,Zoho|Meta Ads Manager|Shopify|Standalone is fine,Mildly concerned,High - most are comfortable,Neutral,3,16.64
RESP_1418,Founder/Co-Founder,SaaS/Tech Startup,11-50,India-Metro,50L-2Cr/60K-240K,5L-25L/6K-30K,Customer Reviews|Survey/Feedback Forms|Website/App Analytics|CRM Data,Google Analytics/Looker Studio|Sprout Social/Hootsuite|Zoho CRM/Analytics,Influencer/Creator Marketing|Content Marketing|Email/WhatsApp Marketing|SEO/Organic Growth,ROI/Revenue Generated|Reach/Impressions|Engagement Rate|Conversion Rate|NPS|No formal process,Not aware at all,2.0,Connecting emotional data to campaign performance|Identifying at-risk customers before churn|Creating emotionally resonant campaigns,Rarely,No - campaigns always landed well,Omnichannel Sentiment Dashboard|Predictive Mood & Crisis Alerts|Emotional Customer Segmentation,Twitter/X|Google/App Store Reviews|Customer Support Chat/Email,Somewhat important,Real-time dashboard with visual charts|AI-generated recommendations,N/A - not an agency,10K-50K/month,Monthly subscription,Would not pay,0.0,Data/case studies,Innovator - adopt cutting-edge early,Skeptical but open,4.0,5.0,I have full authority,2-3,Budget review cycle,Lack of leadership buy-in,No - not a priority,2.0,Likely,Cost|Data privacy concerns,Rarely/Never,2-5,11.3,No process for this,Yes - minor impact,Long-term brand equity damage,20.0,Yes - formal process,Slack|Meta Ads Manager|Shopify,Mildly concerned,High - most are comfortable,Unlikely,2,10.03
RESP_1419,Marketing Manager,FMCG/CPG,51-200,India-Metro,2Cr-10Cr/240K-1.2M,1Cr-5Cr/120K-600K,Social Media|Customer Reviews|Customer Support Logs|Website/App Analytics|CRM Data|Ad Performance Data,Brandwatch/Meltwater|Tableau/Power BI,Performance/Paid Advertising|Content Marketing|Email/WhatsApp Marketing|Community Building|PR/Earned Media,Engagement Rate|Customer Sentiment|Conversion Rate|CSAT,Not aware at all,3.0,Connecting emotional data to campaign performance|Identifying at-risk customers before churn|Measuring brand reputation in real time|Justifying marketing spend to leadership,Occasionally,No - campaigns always landed well,Emotional Brand Score (EBS)|Omnichannel Sentiment Dashboard|Emotional Customer Segmentation,Instagram/Facebook|YouTube Comments|Google/App Store Reviews|Customer Support Chat/Email|WhatsApp Business|Survey/Form Responses,Very important,Weekly/Monthly automated reports|Slack/WhatsApp alerts|Raw data export (CSV/API),Possibly - depends on pricing,1K-10K/month,Monthly subscription,50K-2L,130334.23,Intuition/experience,Early Majority - adopt proven solutions,Skeptical but open,2.0,,CMO/VP,1 (just me),A competitor doing better,Lack of leadership buy-in,No - didn't know such tools existed,5.0,Very likely to switch,Cost|No internal champion,Weekly,2-5,7.5,Within a month,No - never,Significant customer churn|Long-term brand equity damage,23.0,No - don't believe it's measurable,Zoho|Google Data Studio/Looker|Meta Ads Manager,Mildly concerned,Moderate - mixed team,Neutral,3,14.13
RESP_1420,Agency Professional,D2C Brand,11-50,Europe,2Cr-10Cr/240K-1.2M,25L-1Cr/30K-120K,Social Media|Website/App Analytics|Ad Performance Data,HubSpot|Salesforce|No dedicated tool,Performance/Paid Advertising|Offline/BTL Marketing,Engagement Rate|Customer Sentiment|Conversion Rate|CSAT,Slightly aware,2.0,Understanding WHY customers feel the way they do|Identifying at-risk customers before churn|Creating emotionally resonant campaigns|Measuring brand reputation in real time|Managing brand crisis quickly,Rarely,Yes - but minor impact,Emotional Brand Score (EBS)|Omnichannel Sentiment Dashboard|Predictive Mood & Crisis Alerts|Campaign Emotion Optimizer,Instagram/Facebook|Twitter/X|LinkedIn|Google/App Store Reviews|Amazon/Ecommerce Reviews|Customer Support Chat/Email|WhatsApp Business|Survey/Form Responses,Somewhat important,Real-time dashboard with visual charts|Raw data export (CSV/API)|AI-generated recommendations,Possibly - depends on pricing,1K-10K/month,Annual subscription,5K-15K,10190.34,Data/case studies,Early Majority - adopt proven solutions,Skeptical but open,3.0,,CMO/VP,7+ with formal procurement,A leadership directive,Team adoption resistance,Yes - other tool,3.0,Unlikely,Complexity|ROI uncertainty,Weekly,0 (no one dedicated),21.2,Within a week,No - but came close,Significant customer churn|Employee morale damage|We didn't measure it,47.0,Yes - informally,HubSpot|Salesforce|Slack,Somewhat concerned,Low - struggle with complex tools,Unlikely,2,10.16
RESP_1421,Marketing Manager,Enterprise/MNC,2-10,India-Metro,Above 100Cr/12M+,25L-1Cr/30K-120K,Social Media|Customer Support Logs|Survey/Feedback Forms|Ad Performance Data,Google Analytics/Looker Studio|Zoho CRM/Analytics,Influencer/Creator Marketing|Performance/Paid Advertising|Content Marketing|Email/WhatsApp Marketing|SEO/Organic Growth|PR/Earned Media,ROI/Revenue Generated|Reach/Impressions|Conversion Rate,Not aware at all,2.0,Understanding WHY customers feel the way they do|Identifying at-risk customers before churn|Personalising messaging at scale|Managing brand crisis quickly,Occasionally,Not sure - didn't track,Emotional Brand Score (EBS)|Omnichannel Sentiment Dashboard|Predictive Mood & Crisis Alerts|Campaign Emotion Optimizer,Instagram/Facebook|Twitter/X|LinkedIn|Google/App Store Reviews|Customer Support Chat/Email,Somewhat important,Real-time dashboard with visual charts|Raw data export (CSV/API)|AI-generated recommendations|CRM/Marketing tool integration,N/A - not an agency,50K-2L/month,Annual subscription,5K-15K,13781.14,C-suite mandate,Late Majority - wait for industry standard,Trust AI insights and act on them,4.0,3.0,I have full authority,2-3,A campaign failure,Price/ROI justification,Yes - Meltwater,0.0,Have long-term contracts,Cost|Awareness|Complexity|ROI uncertainty|Already have a solution,Weekly,1,85.0,Within a week,No - never,Significant customer churn,6.0,Yes - formal process,Meta Ads Manager|Standalone is fine|Other,Very concerned - hard blocker,Moderate - mixed team,Very Unlikely,1,5.95
RESP_1422,Brand Manager,SaaS/Tech Startup,11-50,Europe,2Cr-10Cr/240K-1.2M,5L-25L/6K-30K,Social Media|Customer Support Logs|Website/App Analytics|CRM Data|Ad Performance Data,Google Analytics/Looker Studio|Tableau/Power BI|Zoho CRM/Analytics,Influencer/Creator Marketing|Content Marketing|Email/WhatsApp Marketing,ROI/Revenue Generated|Reach/Impressions|Customer Sentiment|Conversion Rate|CSAT,Somewhat aware,3.0,Understanding WHY customers feel the way they do|Identifying at-risk customers before churn|Creating emotionally resonant campaigns|Personalising messaging at scale|Justifying marketing spend to leadership|Managing brand crisis quickly,Never - we have proactive monitoring,Not sure - didn't track,Emotional Brand Score (EBS)|Omnichannel Sentiment Dashboard|Campaign Emotion Optimizer,Instagram/Facebook|YouTube Comments|LinkedIn|Google/App Store Reviews|WhatsApp Business,Extremely important,Real-time dashboard with visual charts|Weekly/Monthly automated reports|Slack/WhatsApp alerts|Raw data export (CSV/API)|AI-generated recommendations,Yes - definitely interested,10K-50K/month,Monthly subscription,Under 5K,216.02,Data/case studies,Laggard - move only when forced,Use AI as one input among many,4.0,5.0,IT/Finance,2-3,Budget review cycle,Lack of leadership buy-in,Yes - Meltwater,2.0,Have long-term contracts,ROI uncertainty|Already have a solution,Monthly,0 (no one dedicated),73.7,Within a month,No - but came close,,13.0,Yes - informally,HubSpot|Google Data Studio/Looker|Meta Ads Manager,Mildly concerned,High - most are comfortable,Unlikely,2,9.97
RESP_1423,Founder/Co-Founder,Enterprise/MNC,1000+,India-Tier2/3,2Cr-10Cr/240K-1.2M,Above 5Cr/600K+,Social Media|Survey/Feedback Forms|Website/App Analytics,Google Analytics/Looker Studio|HubSpot|Salesforce,Influencer/Creator Marketing|Performance/Paid Advertising|Content Marketing|PR/Earned Media,ROI/Revenue Generated|Reach/Impressions|Engagement Rate|Conversion Rate|CSAT,Not aware at all,2.0,Understanding WHY customers feel the way they do|Connecting emotional data to campaign performance|Identifying at-risk customers before churn|Creating emotionally resonant campaigns|Measuring brand reputation in real time|Personalising messaging at scale,Occasionally,No - campaigns always landed well,Campaign Emotion Optimizer|Emotional Customer Segmentation,Instagram/Facebook|Twitter/X|YouTube Comments|LinkedIn|Amazon/Ecommerce Reviews|Customer Support Chat/Email,Extremely important,Real-time dashboard with visual charts|Slack/WhatsApp alerts|Raw data export (CSV/API),No - not relevant,1K-10K/month,Monthly subscription,15K-50K,28754.41,Peer recommendations,Early Majority - adopt proven solutions,Trust AI insights and act on them,1.0,3.0,Procurement committee,2-3,A campaign failure,Price/ROI justification,No - not a priority,5.0,Unlikely,Cost|Awareness|No internal champion|ROI uncertainty,Weekly,15+,75.0,Within 24 hours,Yes - major business impact,We didn't measure it,6.0,No - but would like to,Slack|Google Data Studio/Looker|Meta Ads Manager,Somewhat concerned,High - most are comfortable,Neutral,3,15.75
RESP_1424,Founder/Co-Founder,D2C Brand,11-50,India-Tier2/3,50L-2Cr/60K-240K,25L-1Cr/30K-120K,Survey/Feedback Forms|Website/App Analytics|Ad Performance Data,Tableau/Power BI|Zoho CRM/Analytics,Performance/Paid Advertising|Content Marketing|Email/WhatsApp Marketing|SEO/Organic Growth,ROI/Revenue Generated|Reach/Impressions|Engagement Rate|Customer Sentiment|NPS,Slightly aware,3.0,Understanding WHY customers feel the way they do|Connecting emotional data to campaign performance|Identifying at-risk customers before churn|Measuring brand reputation in real time|Personalising messaging at scale,Rarely,Not sure - didn't track,Omnichannel Sentiment Dashboard|Predictive Mood & Crisis Alerts|Emotional Customer Segmentation,Twitter/X|Survey/Form Responses,Somewhat important,Real-time dashboard with visual charts|Weekly/Monthly automated reports|Slack/WhatsApp alerts|Raw data export (CSV/API),N/A - not an agency,10K-50K/month,Monthly subscription,5K-15K,9297.22,Peer recommendations,Early Adopter - adopt after seeing competitor success,Trust AI insights and act on them,2.0,4.0,My manager/Director,1 (just me),Budget review cycle,Price/ROI justification,Yes - other tool,4.0,N/A - no current tool,Awareness|Complexity|Already have a solution,Quarterly,2-5,0.0,Within a week,No - never,Revenue loss|Significant customer churn|Long-term brand equity damage,81.0,No - don't believe it's measurable,Salesforce|Zoho|Meta Ads Manager|Shopify,Very concerned - hard blocker,Very low - need heavy hand-holding,Neutral,3,13.33
RESP_1425,Other,Enterprise/MNC,11-50,Southeast Asia,Above 100Cr/12M+,1Cr-5Cr/120K-600K,Social Media|Customer Reviews|Survey/Feedback Forms|None,Google Analytics/Looker Studio|Tableau/Power BI|No dedicated tool,Email/WhatsApp Marketing|SEO/Organic Growth,ROI/Revenue Generated|Reach/Impressions|Customer Sentiment|Conversion Rate,Not aware at all,5.0,Understanding WHY customers feel the way they do|Identifying at-risk customers before churn|Creating emotionally resonant campaigns|Measuring brand reputation in real time|Managing brand crisis quickly,Occasionally,Yes - but minor impact,Emotional Brand Score (EBS)|Omnichannel Sentiment Dashboard|Predictive Mood & Crisis Alerts|Campaign Emotion Optimizer,Instagram/Facebook|YouTube Comments|Amazon/Ecommerce Reviews,Very important,Real-time dashboard with visual charts|Weekly/Monthly automated reports|Slack/WhatsApp alerts|Raw data export (CSV/API)|AI-generated recommendations|CRM/Marketing tool integration,Yes - definitely interested,50K-2L/month,Monthly subscription,Under 5K,3288.05,Intuition/experience,Late Majority - wait for industry standard,Skeptical but open,3.0,5.0,CEO/Founder,2-3,A specific data gap,Lack of leadership buy-in,Yes - Meltwater,3.0,Have long-term contracts,Cost|Awareness|ROI uncertainty,Daily,0 (no one dedicated),,Within hours,Yes - major business impact,Long-term brand equity damage,,No - but would like to,Slack|Meta Ads Manager,Very concerned - hard blocker,High - most are comfortable,Very Unlikely,1,6.45
RESP_1426,Agency Professional,SaaS/Tech Startup,51-200,India-Tier2/3,10Cr-100Cr/1.2M-12M,5L-25L/6K-30K,Social Media|Customer Reviews|Customer Support Logs|Website/App Analytics|Ad Performance Data,Google Analytics/Looker Studio|HubSpot|Salesforce|Tableau/Power BI|Zoho CRM/Analytics|No dedicated tool,Performance/Paid Advertising|Content Marketing|Email/WhatsApp Marketing|SEO/Organic Growth|Community Building|PR/Earned Media,ROI/Revenue Generated,Slightly aware,3.0,Connecting emotional data to campaign performance|Creating emotionally resonant campaigns|Measuring brand reputation in real time,Rarely,Not sure - didn't track,Emotional Brand Score (EBS)|Omnichannel Sentiment Dashboard|Predictive Mood & Crisis Alerts|Emotional Customer Segmentation,Instagram/Facebook|Twitter/X|WhatsApp Business|Survey/Form Responses,Extremely important,Real-time dashboard with visual charts|Slack/WhatsApp alerts,No - not relevant,10K-50K/month,Freemium,Under 5K,967.8,Data/case studies,Early Majority - adopt proven solutions,Use AI as one input among many,2.0,3.0,CEO/Founder,7+ with formal procurement,Budget review cycle,Price/ROI justification,Yes - Meltwater,3.0,Very likely to switch,ROI uncertainty,Daily,1,38.8,Within 24 hours,No - never,Revenue loss,8.0,No - but would like to,Slack|Google Data Studio/Looker|Meta Ads Manager|Shopify,Very concerned - hard blocker,High - most are comfortable,Neutral,3,13.14
